344,88,1,1,9,9,1,4,12,17,1,3,2,8,1,16,0,1,1,1
345,32,0,0,2,0,0,3,19,2,3,2,0,0,0,1,0,0,0,0
346,510,14,27,155,19,5,64,97,25,11,11,3,13,0,18,37,5,0,6
347,136,3,3,17,2,0,24,46,5,7,8,0,1,1,10,5,3,1,0
340,110,7,9,18,7,0,8,16,8,2,9,4,2,0,4,10,5,1,0
341,33,0,0,3,2,0,2,6,7,2,3,1,4,0,1,1,1,0,0
342,173,2,6,32,18,4,9,19,27,3,13,2,23,0,6,2,3,1,3
343,531,18,28,91,53,11,41,40,66,7,39,19,72,0,8,22,6,3,7
810,197,2,3,19,14,7,10,41,34,8,21,1,16,0,10,1,4,6,0
811,104,0,0,13,7,1,6,27,8,8,8,1,8,1,11,0,3,2,0
812,104,3,3,19,4,0,6,15,12,2,21,4,8,0,4,0,1,1,1
813,69,3,6,30,1,1,10,11,1,0,2,0,1,1,1,1,0,0,0
348,153,2,3,15,10,2,11,23,20,0,0,0,5,0,30,16,1,0,15
349,205,0,0,20,12,1,8,45,37,15,25,3,15,0,16,2,2,1,3
816,279,6,8,46,21,7,26,25,29,5,18,17,36,0,9,15,5,2,4
817,739,22,49,129,55,16,43,58,93,45,82,38,63,0,9,14,10,2,11
595,132,3,3,27,3,0,13,41,9,6,19,0,0,0,3,1,4,0,0
719,32,3,1,9,0,0,1,4,4,2,3,1,0,0,3,0,0,0,1
718,250,8,8,38,14,1,19,32,48,11,35,3,11,0,9,3,6,0,4
717,31,0,0,4,4,0,0,5,6,1,4,0,5,0,0,0,2,0,0
716,823,41,46,73,65,22,30,79,154,55,100,16,68,1,27,17,18,4,7
715,156,12,12,26,12,5,5,19,16,5,14,3,9,1,3,7,2,4,1
714,775,38,65,131,50,11,43,94,103,35,83,20,46,0,18,18,12,3,5
713,305,3,12,27,39,13,24,35,57,2,16,1,35,0,22,14,1,2,2
712,349,25,21,33,29,5,9,32,60,16,29,20,33,5,12,14,4,2,0
711,197,2,3,43,6,1,10,48,12,9,26,5,9,0,6,4,9,3,1
710,937,17,14,160,52,7,39,157,118,57,121,39,79,5,25,11,21,12,3
915,44,0,0,4,4,0,3,7,8,1,4,0,5,0,6,0,1,0,1
914,111,0,2,7,8,1,8,30,5,9,19,1,2,0,3,2,11,3,0
606,50,3,7,21,4,2,2,2,3,1,1,0,1,0,0,3,0,0,0
917,46,0,0,3,2,1,1,14,9,2,4,0,3,0,4,0,1,1,1
594,264,0,2,100,3,1,72,45,4,2,3,2,2,0,11,13,3,0,1
736,181,0,0,28,11,1,13,29,25,13,27,3,17,0,8,0,3,1,2
916,91,2,1,19,6,1,6,22,8,4,5,1,7,0,5,2,1,1,0
911,821,13,26,95,67,16,63,179,100,34,70,10,43,1,36,26,18,6,18
619,29,0,0,13,1,1,2,7,2,0,0,0,1,0,1,1,0,0,0
910,188,5,9,28,13,2,16,50,15,4,7,1,4,1,16,6,3,1,7
913,54,2,3,6,6,2,0,5,14,1,2,1,8,0,2,0,0,1,1
298,40,4,5,7,1,0,2,5,3,0,2,2,1,0,2,4,1,0,1
299,151,1,3,28,3,2,8,46,14,7,6,1,4,9,7,1,4,4,3
296,138,7,7,20,6,0,7,3,12,0,14,28,17,0,2,13,2,0,0
297,123,1,2,27,4,0,4,32,19,10,8,0,2,0,6,2,1,4,1
294,42,1,2,19,1,0,2,12,0,0,1,0,0,4,0,0,0,0,0
295,276,5,2,30,19,1,8,41,60,15,38,11,23,0,10,2,2,6,3
292,66,0,0,5,5,1,2,13,11,3,8,1,13,0,2,0,1,1,0
293,287,1,3,50,3,1,26,136,8,8,8,0,5,7,19,3,4,3,2
290,27,0,0,5,1,0,6,6,1,2,3,0,0,0,3,0,0,0,0
291,181,1,5,14,8,2,35,72,7,2,3,0,4,0,16,9,0,1,2
591,242,0,1,23,6,0,18,79,12,9,31,4,12,5,16,3,14,7,2
590,218,4,5,47,0,1,21,83,5,12,17,1,3,9,4,1,2,2,1
593,85,0,0,10,0,0,6,56,1,2,4,0,0,0,5,0,1,0,0
592,44,0,0,4,6,1,2,4,13,5,5,0,3,0,1,0,0,0,0
199,411,1,5,52,33,5,46,83,72,8,28,3,42,0,27,2,2,1,1
198,550,29,41,112,46,9,19,49,82,13,38,10,44,0,19,23,6,1,9
597,75,2,1,22,4,0,2,18,7,1,6,3,4,0,1,0,2,2,0
596,32,1,1,6,5,0,1,4,6,0,3,0,3,0,0,1,1,0,0
195,1099,21,41,155,77,23,54,267,106,44,84,49,78,7,35,13,26,11,8
194,85,3,7,40,2,3,14,7,2,1,1,0,1,0,2,2,0,0,0
197,27,0,0,7,2,0,2,11,2,0,2,0,0,0,1,0,0,0,0
196,42,1,1,7,0,0,1,10,1,7,11,0,0,0,0,0,2,1,0
191,20,0,0,7,1,1,0,3,2,1,3,0,1,0,0,0,1,0,0
